Mon Jun 03 14:24:34 +0000 2024,_SimpleThink_,McD di Paris Prancis di geruduk para demonstran pro palestina Ini negara non muslim ya Genk Dan bukan negara arab Indonesia apa kabar boikot nya ??? https://t.co/IKlnQa0Say,McD di Paris Prancis di geruduk para demonstran pro palestina Ini negara non muslim ya Genk Dan bukan negara arab Indonesia apa kabar boikot nya,mcd di paris prancis di geruduk para demonstran pro palestina ini negara non muslim ya genk dan bukan negara arab indonesia apa kabar boikot nya,"['mcd', 'di', 'paris', 'prancis', 'di', 'geruduk', 'para', 'demonstran', 'pro', 'palestina', 'ini', 'negara', 'non', 'muslim', 'ya', 'genk', 'dan', 'bukan', 'negara', 'arab', 'indonesia', 'apa', 'kabar', 'boikot', 'nya']","['mcd', 'paris', 'prancis', 'geruduk', 'demonstran', 'pro', 'palestina', 'negara', 'non', 'muslim', 'genk', 'bukan', 'negara', 'arab', 'indonesia', 'kabar', 'boikot']",mcd paris prancis geruduk demonstran pro palestina negara non muslim genk bukan negara arab indonesia kabar boikot,Netral
Mon Jun 03 07:54:03 +0000 2024,erlanishere, Boleh gak kita demo Palestina ke setarbak mcd dst? Bakal ganggu orang gak sih? Boleh dengan catatan: 1. Cukup di luar sebaiknya tidak masuk ke dalam. 2. Orasi di luar dan bagikan flyer orang yang keluar-masuk ke sana. Ajak gabung boikot. 3. Bawa foto-foto kejahatan Israel.,Boleh gak kita demo Palestina ke setarbak mcd dst Bakal ganggu orang gak sih Boleh dengan catatan Cukup di luar sebaiknya tidak masuk ke dalam Orasi di luar dan bagikan flyer orang yang keluar masuk ke sana Ajak gabung boikot Bawa foto foto kejahatan Israel,boleh gak kita demo palestina ke setarbak mcd dst bakal ganggu orang gak sih boleh dengan catatan cukup di luar sebaiknya tidak masuk ke dalam orasi di luar dan bagikan flyer orang yang keluar masuk ke sana ajak gabung boikot bawa foto foto kejahatan israel,"['boleh', 'gak', 'kita', 'demo', 'palestina', 'ke', 'setarbak', 'mcd', 'dst', 'bakal', 'ganggu', 'orang', 'gak', 'sih', 'boleh', 'dengan', 'catatan', 'cukup', 'di', 'luar', 'sebaiknya', 'tidak', 'masuk', 'ke', 'dalam', 'orasi', 'di', 'luar', 'dan', 'bagikan', 'flyer', 'orang', 'yang', 'keluar', 'masuk', 'ke', 'sana', 'ajak', 'gabung', 'boikot', 'bawa', 'foto', 'foto', 'kejahatan', 'israel']","['demo', 'palestina', 'setarbak', 'mcd', 'bakal', 'ganggu', 'orang', 'gak', 'sih', 'dengan', 'catatan', 'cukup', 'luar', 'sebaiknya', 'masuk', 'dalam', 'orasi', 'luar', 'bagikan', 'flyer', 'orang', 'keluar', 'masuk', 'sana', 'ajak', 'gabung', 'boikot', 'bawa', 'foto', 'foto', 'kejahatan', 'israel']",demo palestina setarbak mcd bakal ganggu orang gak sih dengan catat cukup luar baik masuk dalam orasi luar bagi flyer orang keluar masuk sana ajak gabung boikot bawa foto foto jahat israel,Positif
Mon Jun 03 22:41:45 +0000 2024,yamatotwen,ada orang ngomong boikot apa ngga itu urusan masing2 ok setuju. tapi lu yg ngomong yg masih makan mcd sbux anjir? the statement isnt valid anymore its just like ure looking for support/validation for ur behavior.,ada orang ngomong boikot apa ngga itu urusan masing ok setuju tapi lu yg ngomong yg masih makan mcd sbux anjir the statement isnt valid anymore its just like ure looking for support validation for ur behavior,ada orang ngomong boikot apa ngga itu urusan masing ok setuju tapi lu yg ngomong yg masih makan mcd sbux anjir the statement isnt valid anymore its just like ure looking for support validation for ur behavior,"['ada', 'orang', 'ngomong', 'boikot', 'apa', 'ngga', 'itu', 'urusan', 'masing', 'ok', 'setuju', 'tapi', 'lu', 'yg', 'ngomong', 'yg', 'masih', 'makan', 'mcd', 'sbux', 'anjir', 'the', 'statement', 'isnt', 'valid', 'anymore', 'its', 'just', 'like', 'ure', 'looking', 'for', 'support', 'validation', 'for', 'ur', 'behavior']","['orang', 'ngomong', 'boikot', 'ngga', 'urusan', 'masing', 'setuju', 'lu', 'ngomong', 'masih', 'makan', 'mcd', 'sbux', 'anjir', 'the', 'statement', 'isnt', 'valid', 'anymore', 'its', 'just', 'like', 'ure', 'looking', 'for', 'support', 'validation', 'for', 'ur', 'behavior']",orang ngomong boikot ngga urus masing tuju lu ngomong masih makan mcd sbux anjir the statement isnt valid anymore its just like ure looking for support validation for ur behavior,Netral
Mon Jun 03 16:45:23 +0000 2024,TapiGakKerja,@Mythicalforest Yg biasa beli oizzahut mcd dkk adl anak-anak. Anakku dikasih tahu kita sedang boikot mereka karena melakukan kejatahatan mereka lsg paham. Yg dewasa kok lebih sulit pahamnya.,Yg biasa beli oizzahut mcd dkk adl anak anak Anakku dikasih tahu kita sedang boikot mereka karena melakukan kejatahatan mereka lsg paham Yg dewasa kok lebih sulit pahamnya,yg biasa beli oizzahut mcd dkk adl anak anak anakku dikasih tahu kita sedang boikot mereka karena melakukan kejatahatan mereka lsg paham yg dewasa kok lebih sulit pahamnya,"['yg', 'biasa', 'beli', 'oizzahut', 'mcd', 'dkk', 'adl', 'anak', 'anak', 'anakku', 'dikasih', 'tahu', 'kita', 'sedang', 'boikot', 'mereka', 'karena', 'melakukan', 'kejatahatan', 'mereka', 'lsg', 'paham', 'yg', 'dewasa', 'kok', 'lebih', 'sulit', 'pahamnya']","['biasa', 'beli', 'oizzahut', 'mcd', 'dkk', 'adl', 'anak', 'anak', 'anakku', 'dikasih', 'tahu', 'sedang', 'boikot', 'karena', 'melakukan', 'kejatahatan', 'lsg', 'paham', 'dewasa', 'lebih', 'sulit', 'pahamnya']",biasa beli oizzahut mcd dkk adl anak anak anak kasih tahu sedang boikot karena laku kejatahatan lsg paham dewasa lebih sulit paham,Negatif
Mon Jun 03 00:20:42 +0000 2024,booboodafoe,hmm sebagai seorang yang dukung boikot tp jg punya kakak yang kerja di mcd gua bisa bilang bukan kyk gini caranya. kalau mau bolikot dengan ga beli produknya dan spread awareness ke orang sekitar lu aja udah sangat cukup,hmm sebagai seorang yang dukung boikot tp jg punya kakak yang kerja di mcd gua bisa bilang bukan kyk gini caranya kalau mau bolikot dengan ga beli produknya dan spread awareness ke orang sekitar lu aja udah sangat cukup,hmm sebagai seorang yang dukung boikot tp jg punya kakak yang kerja di mcd gua bisa bilang bukan kyk gini caranya kalau mau bolikot dengan ga beli produknya dan spread awareness ke orang sekitar lu aja udah sangat cukup,"['hmm', 'sebagai', 'seorang', 'yang', 'dukung', 'boikot', 'tp', 'jg', 'punya', 'kakak', 'yang', 'kerja', 'di', 'mcd', 'gua', 'bisa', 'bilang', 'bukan', 'kyk', 'gini', 'caranya', 'kalau', 'mau', 'bolikot', 'dengan', 'ga', 'beli', 'produknya', 'dan', 'spread', 'awareness', 'ke', 'orang', 'sekitar', 'lu', 'aja', 'udah', 'sangat', 'cukup']","['hmm', 'seorang', 'dukung', 'boikot', 'jg', 'punya', 'kakak', 'kerja', 'mcd', 'gua', 'bilang', 'bukan', 'kyk', 'gini', 'caranya', 'kalau', 'bolikot', 'ga', 'beli', 'produknya', 'spread', 'awareness', 'orang', 'lu', 'udah', 'sangat', 'cukup']",hmm orang dukung boikot jg punya kakak kerja mcd gua bilang bukan kyk gin cara kalau bolikot ga beli produk spread awareness orang lu udah sangat cukup,Netral
Mon Jun 03 16:34:23 +0000 2024,RomyAldira,@tanyakanrl Kalo mau boikot. Ngga usah tebang pilih. Starbucks kfc mcd coca cola google apple semua.. Tapi selalu ada alasan kan ngga mau boikot karena kepentingan pribadi? Munafik sih..,Kalo mau boikot Ngga usah tebang pilih Starbucks kfc mcd coca cola google apple semua Tapi selalu ada alasan kan ngga mau boikot karena kepentingan pribadi Munafik sih,kalo mau boikot ngga usah tebang pilih starbucks kfc mcd coca cola google apple semua tapi selalu ada alasan kan ngga mau boikot karena kepentingan pribadi munafik sih,"['kalo', 'mau', 'boikot', 'ngga', 'usah', 'tebang', 'pilih', 'starbucks', 'kfc', 'mcd', 'coca', 'cola', 'google', 'apple', 'semua', 'tapi', 'selalu', 'ada', 'alasan', 'kan', 'ngga', 'mau', 'boikot', 'karena', 'kepentingan', 'pribadi', 'munafik', 'sih']","['boikot', 'ngga', 'usah', 'tebang', 'pilih', 'starbucks', 'kfc', 'mcd', 'coca', 'cola', 'google', 'apple', 'semua', 'selalu', 'alasan', 'ngga', 'mau', 'boikot', 'kepentingan', 'pribadi', 'munafik']",boikot ngga usah tebang pilih starbucks kfc mcd coca cola google apple semua selalu alas ngga mau boikot penting pribadi munafik,Positif
Mon Jun 03 13:29:17 +0000 2024,kyutierara,inside out 2 bakal tayang : ingat lagi boikot disney : inside out 2 kolaborasi bikin mainan : IHHH MAUUUU ternyata kolaborasi sama mcd : semangattt boikot guyss tahan dulu aja keinginannya buat nonton atau beli mainannya #FREEPALESTİNA,inside out bakal tayang ingat lagi boikot disney inside out kolaborasi bikin mainan IHHH MAUUUU ternyata kolaborasi sama mcd semangattt boikot guyss tahan dulu aja keinginannya buat nonton atau beli mainannya FREEPALEST NA,inside out bakal tayang ingat lagi boikot disney inside out kolaborasi bikin mainan ihhh mauuuu ternyata kolaborasi sama mcd semangattt boikot guyss tahan dulu aja keinginannya buat nonton atau beli mainannya freepalest na,"['inside', 'out', 'bakal', 'tayang', 'ingat', 'lagi', 'boikot', 'disney', 'inside', 'out', 'kolaborasi', 'bikin', 'mainan', 'ihhh', 'mauuuu', 'ternyata', 'kolaborasi', 'sama', 'mcd', 'semangattt', 'boikot', 'guyss', 'tahan', 'dulu', 'aja', 'keinginannya', 'buat', 'nonton', 'atau', 'beli', 'mainannya', 'freepalest', 'na']","['inside', 'out', 'bakal', 'tayang', 'ingat', 'boikot', 'disney', 'inside', 'out', 'kolaborasi', 'mainan', 'ihhh', 'mauuuu', 'ternyata', 'kolaborasi', 'mcd', 'semangattt', 'boikot', 'guyss', 'tahan', 'dulu', 'keinginannya', 'buat', 'nonton', 'beli', 'mainannya', 'freepalest', 'na']",inside out bakal tayang ingat boikot disney inside out kolaborasi main ihhh mauuuu nyata kolaborasi mcd semangattt boikot guyss tahan dulu ingin buat nonton beli main freepalest na,Positif
Mon Jun 03 03:34:35 +0000 2024,siap3periode,@Mooncalfdung Sulit si boikot2 ini. Kita teguh boikot mcd kfc dkk yg net worth nya ga besar tapi donatur utama &amp; besarnya ga bs kita boikot. Google bhkn pny project nimbus buat bantu tentara israhell. Jd selama google meta apple dll g bs kita boikot israhell bakal trs dpt sokongan dana https://t.co/gTA8xZNCid,Sulit si boikot ini Kita teguh boikot mcd kfc dkk yg net worth nya ga besar tapi donatur utama amp besarnya ga bs kita boikot Google bhkn pny project nimbus buat bantu tentara israhell Jd selama google meta apple dll bs kita boikot israhell bakal trs dpt sokongan dana,sulit si boikot ini kita teguh boikot mcd kfc dkk yg net worth nya ga besar tapi donatur utama amp besarnya ga bs kita boikot google bhkn pny project nimbus buat bantu tentara israhell jd selama google meta apple dll bs kita boikot israhell bakal trs dpt sokongan dana,"['sulit', 'si', 'boikot', 'ini', 'kita', 'teguh', 'boikot', 'mcd', 'kfc', 'dkk', 'yg', 'net', 'worth', 'nya', 'ga', 'besar', 'tapi', 'donatur', 'utama', 'amp', 'besarnya', 'ga', 'bs', 'kita', 'boikot', 'google', 'bhkn', 'pny', 'project', 'nimbus', 'buat', 'bantu', 'tentara', 'israhell', 'jd', 'selama', 'google', 'meta', 'apple', 'dll', 'bs', 'kita', 'boikot', 'israhell', 'bakal', 'trs', 'dpt', 'sokongan', 'dana']","['sulit', 'boikot', 'teguh', 'boikot', 'mcd', 'kfc', 'dkk', 'net', 'worth', 'besar', 'donatur', 'utama', 'besarnya', 'ga', 'bs', 'boikot', 'google', 'bhkn', 'pny', 'project', 'nimbus', 'buat', 'bantu', 'tentara', 'israhell', 'selama', 'google', 'meta', 'apple', 'bs', 'kita', 'boikot', 'israhell', 'bakal', 'trs', 'dpt', 'sokongan', 'dana']",sulit boikot teguh boikot mcd kfc dkk net worth besar donatur utama besar ga bs boikot google bhkn pny project nimbus buat bantu tentara israhell lama google meta apple bs kita boikot israhell bakal trs dpt sokong dana,Positif
Mon Jun 03 08:21:02 +0000 2024,payaberryal,dampak boikot ke karyawan mcd itu dampak langsung jangka pendek. coba liat dampak ke ekonomi scr general boikot bikin org banyak yg beralih ke produk lokal makin kuat lah ekonomi kita. masa org2 kita cuma kebagian jadi karwayan mulu dukunglah umkm2 yg selama ini kalah saing.,dampak boikot ke karyawan mcd itu dampak langsung jangka pendek coba liat dampak ke ekonomi scr general boikot bikin org banyak yg beralih ke produk lokal makin kuat lah ekonomi kita masa org kita cuma kebagian jadi karwayan mulu dukunglah umkm yg selama ini kalah saing,dampak boikot ke karyawan mcd itu dampak langsung jangka pendek coba liat dampak ke ekonomi scr general boikot bikin org banyak yg beralih ke produk lokal makin kuat lah ekonomi kita masa org kita cuma kebagian jadi karwayan mulu dukunglah umkm yg selama ini kalah saing,"['dampak', 'boikot', 'ke', 'karyawan', 'mcd', 'itu', 'dampak', 'langsung', 'jangka', 'pendek', 'coba', 'liat', 'dampak', 'ke', 'ekonomi', 'scr', 'general', 'boikot', 'bikin', 'org', 'banyak', 'yg', 'beralih', 'ke', 'produk', 'lokal', 'makin', 'kuat', 'lah', 'ekonomi', 'kita', 'masa', 'org', 'kita', 'cuma', 'kebagian', 'jadi', 'karwayan', 'mulu', 'dukunglah', 'umkm', 'yg', 'selama', 'ini', 'kalah', 'saing']","['dampak', 'boikot', 'karyawan', 'mcd', 'dampak', 'langsung', 'jangka', 'pendek', 'coba', 'liat', 'dampak', 'ekonomi', 'scr', 'general', 'boikot', 'banyak', 'beralih', 'produk', 'lokal', 'makin', 'kuat', 'ekonomi', 'masa', 'org', 'kita', 'cuma', 'kebagian', 'karwayan', 'mulu', 'dukunglah', 'umkm', 'selama', 'kalah', 'saing']",dampak boikot karyawan mcd dampak langsung jangka pendek coba liat dampak ekonomi scr general boikot banyak alih produk lokal makin kuat ekonomi masa org kita cuma bagi karwayan mulu dukung umkm lama kalah saing,Positif
